lambda,Coordinate1,Coordinate2,Coordinate3,Coordinate4,Coordinate5,Coordinate6,Coordinate7,Coordinate8,Coordinate9,Coordinate10
0.5428675439323859,7.474481318918826e-13,-4.4210257809183595e-12,-1.6435708294046462e-12,6.4423579722665446e-12,9.91458375596672e-12,8.072940771211225e-12,1.470207251608269e-12,4.615410858679926e-12,-1.4549962845534438e-12,2.173103715983589e-12
0.6866488450043002,1.9240161909334708e-12,-8.446078770534696e-12,-3.4910960128116537e-12,1.5710777502650477e-11,2.217489662295924e-11,1.8120800351634308e-11,2.719213783822919e-12,8.861638698327195e-12,-2.8807947418698823e-12,5.811142738670372e-12
0.8685113737513529,1.7586288434148686e-13,-8.194766732556398e-13,-3.3146721827443134e-13,1.441438016572754e-12,2.0515770879719033e-12,1.6843892216462473e-12,2.66620509622306e-13,8.588663827427158e-13,-2.779976975231099e-13,5.277175810757796e-13
1.0985411419875584,4.524186982144858e-14,-2.627839361426511e-13,-9.884030272056313e-14,3.7753350112762086e-13,5.565683107352301e-13,4.649412822221182e-13,8.841343289760464e-14,2.7451345573680515e-13,-8.757143338473871e-14,1.3206334548637467e-13
1.3894954943731375,-1.3195090597619477e-14,1.6765362061528746e-14,1.333312609801024e-14,-1.0101127323182594e-13,-1.2542835712842248e-13,-9.714290569732752e-14,-3.0567052659776613e-15,-1.8329396615814866e-14,7.050355604969314e-15,-4.267863857118153e-14
1.757510624854793,7.776665847780437e-13,-3.307814602172857e-12,-1.3852394911440723e-12,6.266209060101347e-12,8.710465077318601e-12,7.1565887837162085e-12,1.062483698498944e-12,3.471115391972739e-12,-1.1350407019763322e-12,2.352464376675559e-12
2.2229964825261956,-3.50397699845148e-13,1.3626265023035464e-12,5.912761008443612e-13,-2.79778185966133e-12,-3.830491656657947e-12,-3.1341394678810606e-12,-4.3040184732601096e-13,-1.4320040054267881e-12,4.721322115934145e-13,-1.0683735654852801e-12
2.8117686979742307,-7.013142663552897e-14,2.1489374576669506e-13,1.0347419569981903e-13,-5.503364891604691e-13,-7.282388753226454e-13,-5.887877840480088e-13,-6.418378994158342e-14,-2.268823578007197e-13,7.670354101658397e-14,-2.1795627079819116e-13
3.5564803062231287,4.536004259755787e-13,-2.4877078000846298e-12,-9.505383109751488e-13,3.75319980078601e-12,5.472385453565824e-12,4.555948006206316e-12,8.31327384748146e-13,2.60154599073091e-12,-8.333600127010458e-13,1.3311474375021445e-12
4.498432668969444,1.690195753612376e-14,-1.3221274114165781e-13,-4.545125820756324e-14,1.4688273049164505e-13,2.318766992737138e-13,1.969018938571254e-13,4.593158988554499e-14,1.377609940428888e-13,-4.320176397929717e-14,4.668877321529447e-14
5.689866029018299,4.072305430533289e-15,-6.054558639534512e-14,-1.770159503248312e-14,3.761774810603426e-14,7.330309096125752e-14,6.478071160867495e-14,2.1966045132983722e-14,6.290417881264213e-14,-1.9189100971600196e-14,7.928248011246601e-15
7.196856730011521,1.4153791443443279e-15,-1.0434073478136518e-14,-3.365951075938044e-15,1.0647151533738094e-14,1.7341010696154505e-14,1.4752952773223308e-14,3.6287004630587205e-15,1.0914748727417867e-14,-3.4051618791305612e-15,3.329836302354818e-15
9.102981779915218,9.9311153506481e-15,-4.337552630178822e-14,-1.7750328970792072e-14,7.87964129646386e-14,1.1029520507061839e-13,9.088142643237664e-14,1.4024487749280519e-14,4.5526605377165886e-14,-1.483574964376551e-14,2.9428378253991864e-14
11.513953993264481,-4.149995815568708e-15,1.5402420637486663e-14,7.0450750794435854e-15,-3.421626354145777e-14,-4.6036597884154835e-14,-3.7602932482882196e-14,-4.8020073603305996e-15,-1.6167881494012942e-14,5.382248248870763e-15,-1.3219792931668528e-14
14.563484775012444,5.571311361743665e-17,-1.726991968280387e-15,-4.2396269931175204e-16,4.1922005420731714e-16,1.3725781791360871e-15,1.2894091609298733e-15,6.44596957401397e-16,1.795397246385124e-15,-5.357941296157716e-16,-6.239204273368058e-17
18.420699693267164,-8.81390141650385e-15,3.653273012346816e-14,1.5420835993625695e-14,-7.050441612464312e-14,-9.748525027519839e-14,-8.009117672958896e-14,-1.1689743952925425e-14,-3.8355217288883385e-14,1.2572154283979512e-14,-2.6634659244871658e-14
23.29951810515372,-2.7314622428940652e-15,1.0913394970927117e-14,4.678327212317626e-15,-2.179259110944316e-14,-2.9936574462608414e-14,-2.4552618027905382e-14,-3.4679637170317063e-15,-1.1464216846831145e-14,3.770948265216063e-15,-8.291066886265064e-15
29.4705170255181,4.128555433631578e-15,-1.828910394657433e-14,-7.495740893816228e-15,3.309007644508543e-14,4.6348425278854226e-14,3.8203824141754174e-14,5.923240641208789e-15,1.9185480732291927e-14,-6.2487511791669576e-15,1.2329496909016021e-14
37.27593720314942,-3.632128057990803e-15,1.5361592600072254e-14,6.434039880620069e-15,-2.9116720269172193e-14,-4.0398338463841724e-14,-3.322226437232847e-14,-4.9331941429159234e-15,-1.6122571359585355e-14,5.275297170162151e-15,-1.0956497756326078e-14
47.14866363457394,3.1276355801005575e-16,-1.0623295760650227e-15,-5.220034616556533e-16,2.6515668472831705e-15,3.4940635486131123e-15,2.8421484015482028e-15,3.230825642411169e-16,1.114402205497679e-15,-3.7662722041289653e-16,1.0405970305119245e-15
59.63623316594643,3.74143949618049e-14,-1.5844128296314637e-13,-6.648748779143238e-14,3.0086308139607983e-13,4.172323150450985e-13,3.431169773882195e-13,5.087817523426269e-14,1.662642682355991e-13,-5.4413966433179e-14,1.1321244697318289e-13
75.43120063354623,1.691270641021867e-15,-7.113114026791887e-15,-3.0060194537518126e-15,1.3664119764222427e-14,1.8902098977319638e-14,1.5537680166918765e-14,2.2801297766858035e-15,7.463282704452697e-15,-2.4455650879140768e-15,5.1509200973887675e-15
95.40954763499944,-3.0103217731449704e-15,1.2858252935297312e-14,5.368516442705125e-15,-2.4176594154855004e-14,-3.3595736183593935e-14,-2.7640452468558497e-14,-4.13614788624548e-15,-1.3492607673348109e-14,4.411328810588704e-15,-9.080297065204197e-15
120.67926406393289,1.2790980373805386e-14,-5.409107102901711e-14,-2.2706220407255732e-14,1.0281624377430507e-13,1.4255787995099841e-13,1.1722735266107934e-13,1.736566935325517e-14,5.6763709365186985e-14,-1.8579059677496178e-14,3.86988208831179e-14
152.64179671752333,2.690883359712559e-15,-1.1385867292153772e-14,-4.775921959491729e-15,2.16168275625852e-14,2.9980160996178504e-14,2.46541093155349e-14,3.655985284732334e-15,1.1948692618012649e-14,-3.910373325687939e-15,8.13495103368503e-15
193.06977288832496,-3.586829967903773e-15,1.5162319392352266e-14,6.3528818438635446e-15,-2.875826345220517e-14,-3.989564749775823e-14,-3.2807823094324384e-14,-4.868649132754569e-15,-1.5913403232186968e-14,5.207217808733645e-15,-1.0822834226462311e-14
244.205309454865,2.910355619582457e-15,-1.2501414732966609e-14,-5.288408613604913e-15,2.3837095907831996e-14,3.3004611495867074e-14,2.7150701548829045e-14,4.0178837116871296e-15,1.3105688193585686e-14,-4.292050966973602e-15,8.957339680099382e-15
308.8843596477485,9.459616202751135e-15,-4.014628221410575e-14,-1.686877010294613e-14,7.628818045474064e-14,1.0576741198063213e-13,8.698357981028573e-14,1.2893253840088869e-14,4.2121943188434427e-14,-1.3786974153134792e-14,2.870076011271181e-14
390.6939937054621,1.7453472497781812e-14,-7.39528619453974e-14,-3.104546317676998e-14,1.4046464161328764e-13,1.9477757866384776e-13,1.6017992587633595e-13,2.374811367252678e-14,7.760088787496277e-14,-2.5397701815311798e-14,5.285326719197624e-14
494.17133613238383,-1.6117739074610908e-14,6.817586688940989e-14,2.858207111243523e-14,-1.293701612588832e-13,-1.7944682984314854e-13,-1.4756774421495523e-13,-2.1891610754930523e-14,-7.154895305099898e-14,2.3413888606709128e-14,-4.868512749790107e-14
625.0551925273976,-9.758779966898091e-15,4.126209357962676e-14,1.7281317001983732e-14,-7.821388692871266e-14,-1.085191254367046e-13,-8.9241424900153e-14,-1.3250399935899248e-14,-4.330668987865549e-14,1.4169963446255181e-14,-2.943254465092256e-14
790.6043210907702,-6.896360009114414e-15,2.919444577520579e-14,1.2226435907762601e-14,-5.530723182938529e-14,-7.674373194717425e-14,-6.311368508287931e-14,-9.376690757457834e-15,-3.063977767973174e-14,1.0024851197462952e-14,-2.080848719885731e-14
1000.0,-2.0270034132185086e-16,8.542820143778229e-16,3.485030390105054e-16,-1.5694388886886238e-15,-2.1945564871156655e-15,-1.805686986241958e-15,-2.750783035448387e-16,-8.980348595724542e-16,2.927848785965686e-16,-5.892715866022918e-16
